###################################
# scenario: NICv2 - 196
# net: MobileNet v1
# strategy: AR1*
###################################
7,174	14	14,348	14,565	13,696	14,957	15,391	15,435	15,391	16	16,913	17,87	18,174	17,87	18,043	18,739	19	18,826	19	19,435	19,522	19,783	20,391	20,522	20,609	20,783	20,696	21,783	21,826	22,217	22,217	22,435	22,522	22,783	23,478	23,826	24,739	25,087	25,043	24,826	25,522	25,913	25,957	26,435	25,913	26,13	26,739	26,957	26,957	26,348	26,826	26,696	26,696	27,304	27,87	27,652	28,304	28,348	28,087	29,087	29,348	29,565	29,739	29,783	30,435	30,217	30,565	30,913	30,913	31,174	31,304	31	32,217	32,261	32,522	32,87	33,217	33,522	33,652	33,652	33,739	33,565	33,826	34	34,043	33,957	34,087	34,261	34,87	34,87	35,13	35,087	34,957	35,304	35,609	35,696	36,174	36,13	36,13	37,522	38,522	38,565	38,783	39,609	39,87	41,043	41,609	41,609	41,652	41,609	41,913	41,913	42	41,913	42	42,522	42,913	43,087	43,435	43,348	43,261	43,304	43,435	43,348	43,435	43,739	43,565	43,565	43,87	43,783	43,826	43,826	44,087	44,565	45,087	44,739	45,913	46,478	46,565	46,696	46,739	47,217	47,783	47,913	48,087	48,565	49,696	50,174	50,435	50,739	51,217	51,435	51,696	52,304	54,304	54,391	55,348	55,435	55,478	55,609	55,522	55,957	55,87	55,87	56,217	56,217	56,478	57	57,391	57,261	57,174	57,435	57,957	58,217	58,739	58,261	58,304	58,783	58,826	58,739	59,261	59,043	59,217	59,087	59,043	59,391	59,435	59,348	59,391	59,522	59,565	59,522	59,696	59,696	59,565	59,739	59,783
7,174	14	13,652	12,652	13,217	13,087	13,957	14,87	16,696	16,783	17,174	17,435	18,043	18,304	18,522	19	19,522	19,826	19,826	20,826	21,217	21,783	22,304	22,217	22,783	22,609	22,522	22,217	21,957	21,87	22,13	22	23,13	23,304	23,478	23,435	23,696	24,087	24,174	24,478	24,435	24,478	24,696	25,913	26,13	26,261	26,043	26,087	26,87	27,304	27,652	28,043	28,478	28,478	29,174	29,957	30	31,478	31,783	32,304	32,174	32,391	32,217	32,304	32,957	33,609	34,261	35,174	35,304	35,261	35,522	35,609	35,87	36,217	36,391	36,696	36,696	37,13	37,522	37,957	38,391	34,478	34,957	38,174	38,522	39	38,913	39,435	39,478	39,043	39,696	40,783	41,391	41,783	42,261	41,87	42,261	42,13	42,174	42,348	43	44,087	44,652	43,739	44	44,826	44,826	45,304	45,609	45,522	45,348	45,13	44,913	45,087	45,391	46,435	45,783	47,174	47,913	48,087	49,217	49,304	50,348	50,435	51	51,304	51,609	51,652	51,609	51,652	52,13	52,13	52,217	52,261	52,304	52,87	52,913	53,391	53,304	53,696	53,913	54,652	54,826	54,783	55,13	55,435	55,783	55,957	56,391	56,696	56,609	56,652	57,217	57,913	57,826	57,739	57,696	58,261	58,391	58,652	56,826	57,043	58,913	58,826	58,826	59,043	59,13	59,261	59,565	59,348	59,609	59,652	59,609	59,565	59,348	60,13	60,217	60,043	59,696	60	60,217	60,043	60,348	60,304	60,696	60,696	60,696	60,826	60,478	60,304	60,435	60,522	59,913	60,261	60,609	60,522	60,261
7,174	14	13,652	13,957	14,826	15,304	16,565	17,783	18,522	16,652	16,783	17,391	17,696	18,348	18,348	19	18,652	19,261	19,13	19,348	19,652	19,696	18,913	18,217	18,87	19,522	19,913	21,565	21,652	22,696	23,174	23,087	23,391	23,913	23,565	24,478	24,348	24,478	24,609	24,696	25,087	25,348	25,87	26,348	26,609	25,957	25,565	25,435	25,565	25,696	25,87	26,783	27,13	27,261	28	28,957	27,87	27,739	27,826	27,87	28,652	28,609	28,87	28,87	29,565	29,783	30,13	30,261	31,652	32,217	32,609	32,609	33,348	33,435	33,348	33,783	34,13	34,087	34,304	34,348	35,087	36,217	36,652	36,739	36,522	36,652	36,913	36,565	36,652	36,435	36,13	36,13	36,261	35,913	36	35,957	37,304	37,435	37,783	37,87	38,13	38,261	39,13	39,478	40,565	41,304	41,043	41,043	41,217	41,391	41,087	41,13	41,391	41,739	42,043	42,435	42,609	43,478	44,043	44,435	44,565	45,13	45,087	45,478	45,391	45,913	46,043	46,087	46,13	46,13	46,087	45,826	46,13	46,565	46,435	47	47,217	48,174	48,391	49	49,304	49,652	49,087	49,565	50,261	50,13	51,261	51,609	51,957	52,043	53,043	54	54,522	54,435	54,739	54,957	55,043	54,478	54,87	55,391	56,217	56,217	56,348	56,913	56,783	56,783	56,783	57,348	57,217	57,522	57,522	57,826	57,87	57,652	58,043	58,13	57,348	57,783	58,304	58,783	59,087	59,652	59,826	60,087	60,435	60,435	60,478	60,522	60,435	60,739	60,957	61,348	61,696	61,522	61,478	61,696	61,652
7,174	14	14,087	14,565	14,478	14,739	15,826	17,522	18,304	16,304	16,957	16,435	18,826	18,522	18,783	18,696	18,652	19,087	19,957	20,13	21,217	21,565	21,391	21,652	21,913	22,348	22,696	23,783	24,174	24,783	24,783	24,565	25,261	25,174	25,043	25	25,217	25,217	25,348	25,304	25,739	26,13	26,783	26,87	26,174	27,304	27,261	27,13	27,565	28,304	28,478	28,739	28,783	28,957	30,565	30,783	30,957	31,087	31,087	31,391	32	33,043	33,739	34,739	35,696	36,13	36,435	36,565	36,696	36,826	36,522	36,913	37,087	38,435	37,957	38,13	38,391	38,783	39	38,913	39,391	40,043	40,217	40,652	41,087	42,87	42,783	42,783	43,087	43,478	44	44,522	44,304	44,261	44,609	45,391	44,913	45,087	44,783	44,87	45,217	45,478	46,043	46,043	45,783	45,826	45,826	46,348	45,913	45,609	45,913	46,783	47	46,826	47,13	47,304	47,348	48,87	49,696	49,739	49,783	49,696	50,087	50,217	50,478	50,652	50,696	51,087	51,348	51,696	51,522	51,696	51,652	52,043	51,87	52,043	52,087	52,261	52,174	52,696	52,565	52,565	52,652	53,609	54,043	53,913	54,609	55,043	55,174	55,565	55,739	55,435	55,609	55,478	55,435	55,87	56,783	56,913	57,043	57,522	58,087	58,522	58,174	57,913	58,13	58,304	58,87	59,13	59,087	59,435	59,522	59,478	59,783	59,565	59,957	60,13	60,609	60,739	60,913	61,174	60,696	60,522	60,565	60,826	60,609	60,783	61,087	61,304	61,304	61,609	61,478	61,783	62,043	61,826	62	61,478	61,522
7,174	14	13,826	13,696	14,391	15,217	15,261	16,304	16,826	17,652	17,435	16,217	16,696	16,913	18,217	18,957	18,348	19,783	20,522	20,609	21,043	21,435	22,957	23,696	24,087	24,435	24,391	24,565	24,913	25,913	26,87	27,174	27,304	27,609	28,348	28,957	29,522	30,13	30,435	30,217	30,522	30,913	30,957	30,652	32,13	32,217	32,174	32,261	32,304	32,652	33,522	33,304	32,913	33,043	33,174	33,391	33,87	33,826	33,826	33,696	33,913	34	34,087	34,696	35	35,261	34,913	35,826	35,783	35,696	35,739	35,522	35,435	35,261	35,348	35,217	35,696	35,696	36,261	36,13	36,261	36,652	37,217	37,783	38,348	38,478	38,783	39,174	39,522	39,913	40,043	40,13	40,043	40,261	40,217	40,565	40,261	40,522	41	41,87	42,478	42,696	42,652	43,261	43,174	43,391	42,565	42,565	42,391	42,391	42,217	43,217	43,174	43,609	43,826	43,783	43,652	43,522	43,652	43,739	43,826	44,391	44,348	45,435	44,957	45,304	45,174	45,217	47,13	47,348	47,609	47,478	47,522	48,13	47,913	48,87	49,391	49,13	50,13	49,652	49,522	49,783	50,261	50,957	51,261	51,826	51,565	52,261	52,913	52,304	53,13	53,565	53,304	53,826	53,957	54,261	54,522	54,913	55,87	55,913	57,087	56,913	57,13	57,348	57,174	57,609	58,13	58,261	58,609	58,826	58,913	58,522	58,565	58,739	58,652	58,739	58,826	59,261	58,783	58,913	58,652	59,087	59,087	59,217	59,391	59,217	58,957	58,739	58,783	59,348	59,522	59,261	58,957	58,696	58,609	58,304	58,304
7,174	14	13,913	14,609	12,522	13,174	14,261	14,304	16,609	17	18,217	18	18,391	18,13	18,174	20,217	20,043	19,783	20,522	20,609	20,261	20,174	20,348	20,304	20,783	20,783	20,826	21,696	22,261	21,957	21,739	21,913	22,261	22,826	22,565	22,696	22,913	22,087	21,783	21	21,348	21,391	22	22,174	22,913	22,522	22,565	23,348	23,609	25,348	25,565	25,739	25,957	26,522	26,913	27,522	25,957	26,174	26,348	26,565	26,957	27,217	27,304	27,478	27,87	28,087	29	29,609	29,87	30,217	30,478	30,783	31,174	31	31,348	31,652	31,739	32,13	33,348	33,87	34,739	34,174	35,609	35,609	35,565	37,348	37,739	37,739	38	38,348	38,652	38,783	39,087	39,043	39,435	39,435	39,565	39,913	39,739	39,609	40,739	40,913	41	41,174	41,174	41,478	41,478	41,652	42,043	42,13	42,043	42,565	42,739	42,391	43,478	43,391	43,478	43,478	44,652	45,478	45,783	46,304	47,217	46,826	47,348	47,217	44	43,957	44,696	44,522	47,565	49,348	49,435	49,478	49,652	50,13	50,348	50,609	50,522	51,043	51,087	51,348	52,043	52,565	52,783	52,957	52,739	53	52,783	52,522	52,783	52,957	53,087	53	52,957	53,261	53,739	53,957	53,913	53,826	54	54,957	55,391	55,478	55,652	56,043	57,043	57,261	57,696	57,957	58,087	58,478	58,478	58,435	58,783	59	58,957	58,913	59,217	59,435	60,13	60,696	59,913	60,174	60,13	60,174	60,652	60,348	60,913	61	61,304	61,609	61,696	61,304	61,043	60,913	60,609
7,174	14	14,261	15,696	16,13	17	15,739	15,478	17,435	18,174	18,739	18,696	19	18,87	19,348	19,739	20,478	21,783	21,087	21,217	21,696	21,565	21,87	21,87	21,739	21,217	22,217	22,565	22,043	22	22,826	22,826	21,652	22,565	23,043	23,261	23,478	23,826	24,174	24,043	25,261	25,304	26,217	26,478	26,826	26,87	27,522	28,348	29,217	29,13	29,478	29,609	30,652	30,739	30,87	30,826	31,609	32,391	32,826	32,609	32,435	32,783	33,087	32,783	33,391	34,565	35,174	35,043	35,217	35,261	35	35,043	35,174	35,783	36,391	36,783	36,913	36,913	37	37,13	37,87	38,304	38,261	38,522	39,348	39,217	39,174	40,478	40,478	40,826	40,478	40,913	41	41,043	40,913	41,565	41,739	41,739	42,391	42,348	43,087	43,174	43,609	43,826	44,087	44,043	44	45,565	45,522	45,696	45,652	46,043	46,304	46,609	47,217	47,435	47,826	48,435	48,435	48,652	50	50,13	50,826	50,783	50,696	50,957	51,043	51,696	51,739	51,696	51,957	51,478	51,913	51,957	52	51,957	52,696	52,826	53,261	53,522	53,739	54,522	54,87	54,609	54,565	55,435	55,522	56,13	56,13	56	56,391	56,087	55,826	55,957	56,261	56,391	56,13	56,391	56,652	56,609	56,652	57,043	57,13	57,435	57,087	57,522	58	57,826	57,87	58,217	58,217	58	58,391	58,565	58,391	59,087	59,087	59,696	59,652	60,261	60,261	60,696	60,478	60,043	60,13	59,826	59,783	59,609	60,217	60,391	60,13	59,957	59,913	59,522	59,565	59,609	59,783
7,174	14	13,217	13	12,826	13,217	13	12,826	12,522	12,783	12,87	13,652	15	14,609	16,435	16,87	17,652	17,87	18	18,304	18,348	18,391	18,304	18,609	19,087	19,391	19,348	20,652	20,217	20,391	20,957	21,783	22,043	21,957	21,783	21,913	22,87	23,043	23,783	24,217	24,435	24,391	24,261	24,609	24,957	24,957	25,435	25,87	26,304	27,174	27,565	27,435	27,522	27,522	27,739	27,826	27,826	27,826	28,087	28,13	28,522	28,739	28,826	29,217	30,174	30,304	30,261	30,435	31,783	31,783	32,043	32,913	33,217	33,348	33,87	34,087	34,391	34,435	34,522	34,913	35,522	35,696	35,652	35,739	35,957	36,13	36,391	36,522	37,261	37,478	37,87	38,087	38,391	38,478	38,739	39,043	39,043	39	38,87	39,522	39,913	40	39,783	40,435	40,913	41,652	42,174	42,261	42,348	43,304	44,13	44,348	44,783	44,478	45	45,087	45,348	45,913	46,478	46,522	46,739	47,435	48,217	48,435	48,783	48,87	49,043	49,609	49,913	49,87	50,304	50,087	51,261	51,739	52,696	52,609	52,739	52,739	53,087	53,696	53,739	53,913	53,652	54,696	54,435	54,348	54,696	54,652	55,565	55,652	55,652	55,783	56,087	56,304	56,391	56,348	57	57,391	58,174	58,391	58,739	58,957	59,696	59,87	60,174	60,304	60,565	60,217	60,435	60,609	61,087	61,348	61,435	61,261	61,522	62,087	62	62,043	62,304	62,13	62,435	62,478	62,609	62,565	62,435	62,783	62,609	62,609	62,913	62,826	63,435	63,261	63,217	63,348	63,13	63,261	63,261
7,174	14	15,043	16,609	17,174	16,652	17,217	17,87	17,913	18,217	18,565	18,739	19,739	20,261	20,391	19,391	19,783	20	19,087	18,696	18,957	19,522	19,739	19,826	20,174	21	21,348	21,609	21,783	22,652	23,652	23,826	24,304	24,348	24,043	24,087	24,957	25,391	25,783	26,304	26,348	26,13	25,826	26,261	26,348	26,87	26,913	27,261	27,609	27,739	27,87	28,696	29,783	29,826	30,174	31,87	32,348	32,391	32,435	32,391	32,478	33,174	33,696	33,696	33,783	34,652	34,087	34,304	34,913	35,391	35,478	35,304	36,609	36,652	36,696	36,739	37,13	37,043	38,043	38,87	38,739	38,435	38,652	38,609	39,087	39,304	39,348	39,043	39,435	39,478	39,696	39,696	40,13	40,174	40,652	40,652	41,043	41,391	41,522	41,913	42,652	42,826	43,391	43,783	43,913	44,304	45,13	45,348	45,565	45,652	45,913	46,565	47,13	47,217	47,609	47,652	47,87	47,87	48,391	48,565	48,609	50,348	50,435	50,957	51,478	50,739	50,739	50,609	51,609	52	52,174	52,087	52,13	52,348	52,478	52,609	52,478	52,957	52,217	52,261	52,348	53	53,217	53,261	52,913	53,217	53,783	53,435	53,174	53	53,174	53,304	53,348	53,478	54,913	54,609	54,913	55,087	55,522	55,783	55	55,739	55,783	56,304	55,87	55,913	55,957	56,478	56,522	56,522	56,913	57,174	57,478	57,522	57,826	57,913	58,261	58,348	58,478	59,565	60	60,435	60	60	60,261	59,783	59,913	60,087	60,304	60	60,478	60,957	60,739	61,043	61,261	61,043	61,435
7,174	14	13,739	14,13	14	15,87	17,87	16,087	17,043	17,304	17,348	17,522	16,609	16,435	16,522	16,87	17,304	17,957	18,783	20,217	21,087	21,13	21,391	21,739	22,565	23,13	23,087	24,174	24,087	25,522	25,957	25,783	25,87	25,913	26,348	26,261	26,696	26,913	26,435	26,522	27,913	27,348	27,696	28,13	28,087	30,043	31,087	31,696	31,913	32,348	32,043	32,13	32,13	32,652	32,696	33,174	34,609	35,043	35	35,739	35,87	35,913	35,87	36,522	36,478	37,348	37,261	37,348	37,565	38,087	38,478	37	38,696	38,652	39	39,348	40,13	40,087	39,522	39,522	39,87	39,826	41,522	41,304	41,87	42,217	42,174	42,174	42,522	42,261	42,609	42,783	43,261	42,696	42,348	42,783	42,478	43,087	43,304	43,348	43,652	43,826	44,261	44,304	44,696	45,13	45,609	45,913	45,391	45,217	46,261	46,348	46,391	46,478	45,957	46,348	46,565	46,696	46,913	47,13	47,348	47,652	47,696	47,522	47,565	47,826	48,043	48,13	48,391	48	48,435	48,652	48,913	50,348	50	49,913	50,087	50,217	50,696	51,087	51,652	51,696	51,87	51,739	52,217	52,304	52,478	52,304	52,043	52,261	51,696	52	53,652	53,957	54,696	54,261	54,391	54,565	54,87	55,522	56,087	55,957	56,783	56,87	56,826	58,304	58,522	58,609	58,609	59,087	59,348	59,217	59,261	59,522	59,435	59,435	59,087	59,174	59,609	58,913	58,826	58,87	58,783	59,043	59,043	58,304	59,217	59,261	59,087	58,609	58,87	58,87	59	58,957	59,174	59	59,174
